What best describes the behavior of C++ exceptions?,"Checked exceptions, requiring the compiler to verify they are handled.","Unchecked exceptions, not requiring explicit handling at compile time.",Exceptions can be thrown and caught across function calls. , All of the above, All of the above,understanding,easy
What is a potential downside of relying heavily on exception handling?, Increased code complexity , Performance overhead,Difficulty in debugging issues that might be masked by exceptions ,All of the above,All of the above,memory,easy
What is a good alternative to exception handling for certain error conditions?, Using error codes returned by functions, Relying on user input validation ,Implementing custom error messages ,Both a and b ,Both a and b ,memory,medium
"When designing exception handling, it's generally recommended to:", Use a single catch (...) block for all exceptions,Catch specific exception types for targeted handling. ,"Throw exceptions for any unexpected behavior, even minor issues. ", Ignore exceptions entirely and rely on debugging tools.,Catch specific exception types for targeted handling. ,understanding,hard
The noexcept specifier can be used with functions to indicate:, The function always throws an exception., The function may throw any type of exception.,The function will never throw an exception.,d) The function throws a specific exception type.,The function will never throw an exception.,memory,medium
"Exception handling can be used for error recovery, but it's not a substitute for:", Input validation to prevent invalid data from reaching exception-prone code.,Robust code design that anticipates potential issues,Detailed logging for debugging purposes., All of the above., All of the above.,understanding,medium
What is the primary advantage of using exception handling compared to traditional error codes?,Exceptions provide a cleaner syntax for error handling. ,Exceptions can automatically propagate errors up the call stack. ,Exceptions are always more efficient than error codes. ,Exceptions offer a more robust mechanism for handling unexpected errors.,Exceptions can automatically propagate errors up the call stack. ,understanding,hard
In what scenario might you consider NOT using exception handling?,When dealing with performance-critical code where exceptions can introduce overhead.,For simple error conditions that can be easily handled with return codes.,When the error handling logic is complex and exception handling might make it more difficult to read.,All of the above. ,All of the above. ,memory,easy
Which of the following statements is NOT true about exception specifications (using throw(...) or listing specific exception types)?,They can improve code readability by indicating potential exceptions thrown by a function.,They can be used to restrict the types of exceptions a function can throw.,he compiler can potentially generate warnings if a function throws an exception not listed in its specification. ,Exception specifications are mandatory for all functions in C++. ,Exception specifications are mandatory for all functions in C++. ,understanding,easy
What is the primary purpose of the what() method in a custom exception class?,To provide a destructor for the exception object. , To retrieve the type of the exception object.,To return a human-readable description of the error condition. ,To re-throw the exception with additional context.,To return a human-readable description of the error condition. (,memory,hard
